FECHA;PROV;CELDA;VoLTE_Minutes_Ericcson;VoLTE_Attempted_Calls_Ericsson;VoLTE_Established_Calls_Ericsson;VoLTE_Released_Calls_Ericsson_Active_eRAB_Based;VoLTE_Released_Calls_Ericsson_All_eRAB_Based;VoLTE_SRVCC_to_UMTS_HO_Prep_Att_Ericsson;VoLTE_SRVCC_to_UMTS_HO_Prep_Succ_Ericsson;VoLTE_SRVCC_to_UMTS_HO_Prep_Succ_Rate_Ericsson
2017-08-27;BU56WJ3;BU;1.0;1;1;;1;0;0;
2017-08-27;BU71GJ6;BU;1.0;1;1;;1;0;0;
2017-08-27;BU72WJ2;BU;3.0;1;1;;0;0;0;
2017-08-27;LE01PJ3;LE;1.0;1;1;;2;1;1;100.0
2017-08-27;LE02PK2;LE;0.0;1;1;;0;0;0;
2017-08-27;LE03KK1;LE;1.0;1;1;;0;0;0;
2017-08-27;LE03PK3;LE;2.0;1;1;;1;0;0;
2017-08-27;LE03RK2;LE;0.0;1;1;;1;0;0;
2017-08-27;LE04KJ3;LE;1.0;1;1;1;2;1;1;100.0
2017-08-27;LE04PJ2;LE;;1;1;;1;1;1;100.0
2017-08-27;LE04PJ3;LE;4.0;1;1;;5;0;0;
2017-08-27;LE04RK1;LE;1.0;1;1;;1;0;0;
2017-08-27;LE06KK2;LE;0.0;1;1;;1;0;0;
2017-08-27;LE07PJ2;LE;1.0;1;1;;1;1;1;100.0
2017-08-27;LE09PJ3;LE;1.0;1;1;2;3;1;1;100.0
2017-08-27;LE09PK1;LE;2.0;1;1;;1;0;0;
2017-08-27;LE10IJ1;LE;0.0;1;1;;1;1;1;100.0
2017-08-27;LE10KK1;LE;4.0;1;1;;1;1;1;100.0
2017-08-27;LE10PJ1;LE;2.0;1;1;;1;0;0;
2017-08-27;LE15KJ2;LE;1.0;1;1;;1;1;1;100.0
2017-08-27;LE15KK1;LE;1.0;1;1;1;1;0;0;
2017-08-27;LE15WJ2;LE;2.0;1;1;1;1;0;0;
2017-08-27;LE17IJ2;LE;1.0;1;1;;0;0;0;
2017-08-27;LE18IJ1;LE;;1;1;;1;1;1;100.0
2017-08-27;LE18WJ1;LE;0.0;1;1;;1;1;1;100.0
2017-08-27;LE19IJ1;LE;;1;1;;1;1;1;100.0
2017-08-27;LE19PK1;LE;0.0;1;1;;0;0;0;
2017-08-27;LE22PK1;LE;0.0;1;1;;1;0;0;
2017-08-27;LE22PK2;LE;0.0;1;1;;0;0;0;
2017-08-27;LE24RK1;LE;0.0;1;1;;0;0;0;
2017-08-27;LE25IJ1;LE;8.0;1;1;4;4;0;0;
2017-08-27;LE25PJ1;LE;0.0;1;1;;1;0;0;
2017-08-27;LE25PJ2;LE;5.0;1;1;;1;0;0;
2017-08-27;LE25PJ3;LE;0.0;1;1;;0;0;0;
2017-08-27;LE27WJ2;LE;0.0;1;;;0;0;0;
2017-08-27;LE28WJ3;LE;3.0;1;1;;0;0;0;
2017-08-27;LE30WJ1;LE;1.0;1;1;1;1;0;0;
2017-08-27;LE31PK2;LE;2.0;1;1;1;1;0;0;
2017-08-27;LE31WJ2;LE;;1;1;2;2;1;1;100.0
2017-08-27;LE32PK1;LE;1.0;1;1;;1;0;0;
2017-08-27;LE32PK3;LE;0.0;1;1;;1;0;0;
2017-08-27;LE35PK3;LE;1.0;1;1;;1;0;0;
2017-08-27;LE36PK2;LE;0.0;1;1;;0;0;0;
2017-08-27;LE38IJ1;LE;5.0;1;1;;1;1;1;100.0
2017-08-27;LE39PK1;LE;20.0;1;1;;2;0;0;
2017-08-27;LE39PK3;LE;;1;1;;0;0;0;
2017-08-27;LE40IJ2;LE;8.0;1;1;1;1;0;0;
2017-08-27;LE40RJ1;LE;1.0;1;1;;2;1;1;100.0
2017-08-27;LE44PK2;LE;0.0;1;1;2;2;0;0;
2017-08-27;LE46PK3;LE;2.0;1;1;;1;1;1;100.0
2017-08-27;LE56WJ1;LE;2.0;1;1;;1;1;1;100.0
2017-08-27;LE56WJ3;LE;3.0;1;1;;0;0;0;
2017-08-27;LE59WJ2;LE;0.0;1;1;1;1;0;0;
2017-08-27;LE62WJ2;LE;2.0;1;1;;0;0;0;
2017-08-27;LE62WJ3;LE;2.0;1;1;;1;1;1;100.0
2017-08-27;LE64WJ2;LE;;1;1;;1;1;1;100.0
2017-08-27;LE76WJ3;LE;2.0;1;1;1;1;0;0;
2017-08-27;LE77WJ1;LE;2.0;1;1;2;2;0;0;
2017-08-27;LE81WJ2;LE;1.0;1;1;1;1;0;0;
2017-08-27;LE92IJ3;LE;4.0;1;1;;0;0;0;
2017-08-27;LE97WJ2;LE;0.0;1;1;1;2;1;1;100.0
2017-08-27;PX01RJ1;PX;7.0;1;1;;3;0;0;
2017-08-27;PX02IJ2;PX;0.0;1;1;1;1;0;0;
2017-08-27;PX02IJ3;PX;1.0;1;1;;1;1;1;100.0
2017-08-27;PX04IJ2;PX;1.0;1;1;1;1;0;0;
2017-08-27;PX07PK2;PX;1.0;1;1;1;1;0;0;
2017-08-27;PX08IJ1;PX;9.0;1;1;1;1;0;0;
2017-08-27;PX09IJ3;PX;2.0;1;1;;0;0;0;
2017-08-27;PX09PK1;PX;1.0;1;1;;0;0;0;
2017-08-27;PX10IJ2;PX;0.0;1;1;3;3;0;0;
2017-08-27;PX10RK3;PX;0.0;1;1;;0;0;0;
2017-08-27;PX14IJ2;PX;1.0;1;1;1;1;0;0;
2017-08-27;PX18IJ2;PX;1.0;1;1;;0;0;0;
2017-08-27;PX19IJ2;PX;0.0;1;1;;1;1;1;100.0
2017-08-27;PX21RJ1;PX;1.0;1;1;;1;1;1;100.0
2017-08-27;PX30IJ1;PX;1.0;1;1;1;1;0;0;
2017-08-27;PX32IJ2;PX;0.0;1;1;1;1;0;0;
2017-08-27;PX49IJ3;PX;0.0;1;1;1;1;0;0;
2017-08-27;PX55PK1;PX;4.0;1;1;;4;0;0;
2017-08-27;SA02PK1;SA;5.0;1;1;;2;0;0;
2017-08-27;SA03PJ2;SA;1.0;1;1;;2;0;0;
2017-08-27;SA03PK2;SA;11.0;1;1;;3;0;0;
2017-08-27;SA04PJ1;SA;95.0;1;1;2;10;0;0;
2017-08-27;SA05WJ2;SA;2.0;1;1;1;1;0;0;
2017-08-27;SA06PK2;SA;5.0;1;1;1;2;0;0;
2017-08-27;SA06PK3;SA;1.0;1;1;;0;0;0;
2017-08-27;SA07PJ1;SA;3.0;1;1;;2;0;0;
2017-08-27;SA08WJ3;SA;1.0;1;1;1;1;0;0;
2017-08-27;SA10PJ2;SA;0.0;1;1;;1;1;1;100.0
2017-08-27;SA11PK3;SA;;1;1;;1;0;0;
2017-08-27;SA12PK3;SA;1.0;1;1;;1;0;0;
2017-08-27;SA16PJ2;SA;1.0;1;1;;1;0;0;
2017-08-27;SA16PK1;SA;2.0;1;1;;2;0;0;
2017-08-27;SA18WJ2;SA;1.0;1;1;;0;0;0;
2017-08-27;SA19PK1;SA;0.0;1;1;;1;1;1;100.0
2017-08-27;SA20PJ3;SA;1.0;1;1;;1;1;1;100.0
2017-08-27;SA20PK2;SA;0.0;1;1;;1;0;0;
2017-08-27;SA34WJ3;SA;0.0;1;1;1;1;0;0;
2017-08-27;SA36WJ1;SA;0.0;1;1;1;1;0;0;
2017-08-27;SA36WJ2;SA;7.0;1;1;1;1;0;0;
2017-08-27;SA41WJ3;SA;1.0;1;1;;0;0;0;
2017-08-27;SA44WJ1;SA;0.0;1;1;1;1;0;0;
2017-08-27;SA44WJ2;SA;1.0;1;1;1;1;0;0;
2017-08-27;SA44WJ3;SA;2.0;1;1;;1;1;1;100.0
2017-08-27;SA46WJ2;SA;0.0;1;1;;0;0;0;
2017-08-27;SA46WJ3;SA;0.0;1;1;;1;1;1;100.0
2017-08-27;SA47WJ2;SA;0.0;1;1;;0;0;0;
2017-08-27;SA48WJ3;SA;;1;1;;0;0;0;
2017-08-27;SA52WK1;SA;1.0;1;1;;1;0;0;
2017-08-27;SA52WK3;SA;0.0;1;1;;1;1;1;100.0
2017-08-27;SA68WJ1;SA;1.0;1;1;1;1;0;0;
2017-08-27;SG01RK2;SG;;1;1;;1;0;0;
2017-08-27;SG02PJ3;SG;0.0;1;1;;0;0;0;
2017-08-27;SG02PL3;SG;0.0;1;1;;0;0;0;
2017-08-27;SG03PK2;SG;1.0;1;1;;0;0;0;
2017-08-27;SG03WJ2;SG;;1;1;;0;0;0;
2017-08-27;SG04PJ1;SG;0.0;1;1;1;1;0;0;
2017-08-27;SG04WJ2;SG;;1;1;;1;0;0;
2017-08-27;SG05PK3;SG;4.0;1;1;;1;0;0;
2017-08-27;SG05RJ2;SG;10.0;1;;;1;1;1;100.0
2017-08-27;SG05RJ3;SG;2.0;1;1;;2;0;0;
2017-08-27;SG06RJ1;SG;5.0;1;1;;1;0;0;
2017-08-27;SG08RJ2;SG;3.0;1;1;;4;3;3;100.0
2017-08-27;SG12WJ1;SG;0.0;1;1;;0;0;0;
2017-08-27;SG13WK1;SG;0.0;1;1;;1;0;0;
2017-08-27;SG15PK2;SG;1.0;1;1;;1;0;0;
2017-08-27;SG17WJ3;SG;5.0;1;1;;;;;
2017-08-27;SG22WJ2;SG;0.0;1;1;;1;1;1;100.0
2017-08-27;SG24PK1;SG;0.0;1;1;;0;0;0;
2017-08-27;SG25PJ2;SG;;1;1;;1;1;1;100.0
2017-08-27;SG29WJ3;SG;2.0;1;1;;1;;;
2017-08-27;SG29WM2;SG;0.0;1;1;;0;0;0;
2017-08-27;SG38WJ3;SG;1.0;1;1;1;2;0;0;
2017-08-27;SG38WM1;SG;;1;1;1;1;0;0;
2017-08-27;SG39WJ1;SG;;1;1;;1;0;0;
2017-08-27;SG41WJ1;SG;1.0;1;1;1;1;0;0;
2017-08-27;SG42WJ1;SG;1.0;1;1;;1;0;0;
2017-08-27;SG42WJ3;SG;1.0;1;1;;2;1;1;100.0
2017-08-27;SG43WM3;SG;;1;1;;1;1;1;100.0
2017-08-27;SO01PJ1;SO;0.0;1;1;;0;0;0;
2017-08-27;SO01PJ3;SO;1.0;1;1;;2;0;0;
2017-08-27;SO05PJ2;SO;5.0;1;1;;2;0;0;
2017-08-27;SO05PJ3;SO;20.0;1;1;1;1;0;0;
2017-08-27;SO07WK1;SO;1.0;1;1;;2;0;0;
2017-08-27;SO10PJ2;SO;1.0;1;1;;0;0;0;
2017-08-27;SO12PJ3;SO;2.0;1;1;;1;0;0;
2017-08-27;SO13WJ2;SO;1.0;1;1;;1;1;1;100.0
2017-08-27;SO14PJ1;SO;0.0;1;1;;2;0;0;
2017-08-27;SO15OJ2;SO;0.0;1;1;;1;1;1;100.0
2017-08-27;SO15OJ3;SO;0.0;1;1;;1;1;1;100.0
2017-08-27;SO15WM2;SO;0.0;1;1;;1;1;1;100.0
2017-08-27;SO22WK2;SO;;1;1;1;1;0;0;
2017-08-27;SO23WJ2;SO;0.0;1;1;;1;0;0;
2017-08-27;SO26WJ2;SO;0.0;1;1;;0;0;0;
2017-08-27;SO30WJ2;SO;;1;1;;1;1;1;100.0
2017-08-27;SX03IJ2;SX;1.0;1;1;;0;0;0;
2017-08-27;SX04WJ3;SX;2.0;1;1;1;1;0;0;
2017-08-27;SX09WJ1;SX;1.0;1;1;1;1;0;0;
2017-08-27;SX12IJ3;SX;1.0;1;1;;0;0;0;
2017-08-27;SX18WJ1;SX;0.0;1;1;1;1;0;0;
2017-08-27;SX18WJ2;SX;0.0;1;1;1;1;0;0;
2017-08-27;SX20WJ2;SX;0.0;1;1;;0;0;0;
2017-08-27;SX23IJ1;SX;1.0;1;1;;0;0;0;
2017-08-27;SX30WJ2;SX;6.0;1;1;1;1;0;0;
2017-08-27;SX32WJ1;SX;0.0;1;1;;0;0;0;
2017-08-27;SX34WJ2;SX;1.0;1;1;1;1;0;0;
2017-08-27;SX34WJ3;SX;0.0;1;1;;1;1;1;100.0
2017-08-27;SX60WJ1;SX;0.0;1;1;1;1;0;0;
2017-08-27;SX61WJ1;SX;2.0;1;1;1;1;0;0;
2017-08-27;SX61WJ2;SX;1.0;1;1;;2;2;2;100.0
2017-08-27;SX62WJ1;SX;0.0;1;1;;1;1;1;100.0
2017-08-27;SX81WJ1;SX;1.0;1;1;1;1;0;0;
2017-08-27;SX81WJ2;SX;1.0;1;1;3;3;0;0;
2017-08-27;SX81WJ3;SX;3.0;1;1;1;1;0;0;
2017-08-27;SX85WJ3;SX;0.0;1;1;;0;0;0;
2017-08-27;SX89WJ2;SX;2.0;1;1;1;1;0;0;
2017-08-27;SX92WJ2;SX;0.0;1;1;1;1;0;0;
2017-08-27;VA02GJ3;VA;0.0;1;1;;1;0;0;
2017-08-27;VA05WJ1;VA;2.0;1;1;;3;1;1;100.0
2017-08-27;VA07GJ1;VA;23.0;1;1;;3;1;1;100.0
2017-08-27;VA08GJ1;VA;1.0;1;1;;1;1;1;100.0
2017-08-27;VA08GJ3;VA;12.0;1;1;;2;0;0;
2017-08-27;VA09GJ3;VA;1.0;1;1;;0;0;0;
2017-08-27;VA10WK1;VA;1.0;1;1;1;1;0;0;
2017-08-27;VA11WM1;VA;0.0;1;1;;1;1;1;100.0
2017-08-27;VA14WK1;VA;33.0;1;1;;4;0;0;
2017-08-27;VA15GK3;VA;0.0;1;1;;0;0;0;
2017-08-27;VA16WK1;VA;0.0;1;1;;1;0;0;
2017-08-27;VA17GJ2;VA;1.0;1;1;1;2;0;0;
2017-08-27;VA18WJ3;VA;1.0;1;1;;1;1;1;100.0
2017-08-27;VA19GJ3;VA;2.0;1;1;1;1;0;0;
2017-08-27;VA25WJ1;VA;;1;1;;1;1;1;100.0
2017-08-27;VA25WK3;VA;0.0;1;1;;1;0;0;
2017-08-27;VA27WJ1;VA;0.0;1;1;;1;0;0;
2017-08-27;VA29GK3;VA;0.0;1;1;1;2;0;0;
2017-08-27;VA30WJ1;VA;;1;1;;1;0;0;
2017-08-27;VA30WJ2;VA;0.0;1;1;;1;1;1;100.0
2017-08-27;VA30WJ3;VA;2.0;1;1;;2;0;0;
2017-08-27;VA31GJ3;VA;0.0;1;1;;1;0;0;
2017-08-27;VA32GK2;VA;1.0;1;1;1;1;0;0;
2017-08-27;VA33GJ2;VA;1.0;1;1;;0;0;0;
2017-08-27;VA33GK2;VA;1.0;1;1;;1;0;0;
2017-08-27;VA35WJ2;VA;2.0;1;1;;2;1;1;100.0
2017-08-27;VA35WJ3;VA;1.0;1;1;1;3;0;0;
2017-08-27;VA38GJ1;VA;1.0;1;1;;2;0;0;
2017-08-27;VA38GK1;VA;6.0;1;1;;1;0;0;
2017-08-27;VA38WJ1;VA;0.0;1;1;;2;1;1;100.0
2017-08-27;VA38WJ2;VA;0.0;1;1;;1;1;1;100.0
2017-08-27;VA38WK3;VA;0.0;1;1;;0;0;0;
2017-08-27;VA41GJ3;VA;1.0;1;1;;0;0;0;
2017-08-27;VA41GK2;VA;0.0;1;1;;0;0;0;
2017-08-27;VA46WK2;VA;0.0;1;1;;1;0;0;
2017-08-27;VA48WJ2;VA;10.0;1;1;;1;0;0;
2017-08-27;VA50GK1;VA;0.0;1;1;;2;0;0;
2017-08-27;VA53WJ1;VA;;1;1;;0;0;0;
2017-08-27;VA54WJ1;VA;1.0;1;1;1;2;0;0;
2017-08-27;VA55GJ1;VA;1.0;1;1;1;2;0;0;
2017-08-27;VA55WJ3;VA;1.0;1;1;;2;0;0;
2017-08-27;VA57GJ1;VA;1.0;1;1;;0;0;0;
2017-08-27;VA57GJ2;VA;2.0;1;1;1;4;0;0;
2017-08-27;VA57WJ2;VA;1.0;1;1;;1;0;0;
2017-08-27;VA60WJ3;VA;1.0;1;1;;0;0;0;
2017-08-27;VA61GJ3;VA;2.0;1;1;1;1;0;0;
2017-08-27;VA61GK3;VA;4.0;1;1;1;2;0;0;
2017-08-27;VA62GJ2;VA;2.0;1;1;;1;0;0;
2017-08-27;VA62WJ2;VA;6.0;1;1;;1;0;0;
2017-08-27;VA67WJ2;VA;0.0;1;1;;1;1;1;100.0
2017-08-27;VA71GJ2;VA;6.0;1;1;;1;0;0;
2017-08-27;VA72WJ2;VA;3.0;1;1;1;2;0;0;
2017-08-27;VA73WK3;VA;0.0;1;1;;0;0;0;
2017-08-27;VA74WJ1;VA;2.0;1;1;;0;0;0;
2017-08-27;VA75GK1;VA;0.0;1;1;;2;0;0;
2017-08-27;VA80WM1;VA;0.0;1;1;;1;0;0;
2017-08-27;VA99GK1;VA;6.0;1;1;;2;1;1;100.0
2017-08-27;ZA02PK2;ZA;1.0;1;1;1;1;0;0;
2017-08-27;ZA03PJ1;ZA;2.0;1;1;;2;1;1;100.0
2017-08-27;ZA04PJ3;ZA;0.0;1;1;;1;1;1;100.0
2017-08-27;ZA04WJ3;ZA;;1;1;1;1;0;0;
2017-08-27;ZA05PJ2;ZA;13.0;1;1;;2;0;0;
2017-08-27;ZA05PJ3;ZA;5.0;1;1;;2;0;0;
2017-08-27;ZA07PJ1;ZA;0.0;1;1;1;1;0;0;
2017-08-27;ZA07PK1;ZA;0.0;1;1;1;1;0;0;
2017-08-27;ZA14PJ1;ZA;;1;1;;0;0;0;
2017-08-27;ZA16PJ1;ZA;0.0;1;1;;1;1;1;100.0
2017-08-27;ZA20WJ1;ZA;1.0;1;1;;0;0;0;
2017-08-27;ZA28RK2;ZA;1.0;1;1;1;2;0;0;
2017-08-27;ZA30RJ1;ZA;0.0;1;1;;0;0;0;
2017-08-27;ZA32WJ2;ZA;0.0;1;1;;0;0;0;
2017-08-27;ZA40WJ2;ZA;1.0;1;1;1;1;0;0;
2017-08-27;ZA52WJ1;ZA;3.0;1;1;;2;2;2;100.0
2017-08-27;ZA53WJ2;ZA;1.0;1;1;;0;0;0;
2017-08-27;ZA53WJ3;ZA;0.0;1;1;;1;1;1;100.0
2017-08-27;AV01PJ1;AV;;;;;0;0;0;
2017-08-27;AV01PK1;AV;5.0;;;;0;0;0;
2017-08-27;AV01WJ1;AV;;;;;0;0;0;
2017-08-27;AV01WK1;AV;;;;;0;0;0;
2017-08-27;AV02PJ1;AV;;;;;0;0;0;
2017-08-27;AV02PJ2;AV;0.0;;;;0;0;0;
2017-08-27;AV05PJ1;AV;0.0;;;;0;0;0;
2017-08-27;AV05PJ3;AV;0.0;;;;1;0;0;
2017-08-27;AV05PK1;AV;0.0;;;;0;0;0;
2017-08-27;AV05PK3;AV;0.0;;;;1;1;1;100.0
2017-08-27;AV05RJ1;AV;0.0;;;;1;1;1;100.0
2017-08-27;AV05RJ3;AV;0.0;;;;0;0;0;
2017-08-27;AV08PJ1;AV;;;;;;;;
2017-08-27;AV08PJ2;AV;;;;;;;;
2017-08-27;AV08PJ3;AV;;;;;;;;
2017-08-27;AV08PK1;AV;;;;;0;0;0;
2017-08-27;AV08PK2;AV;;;;;0;0;0;
2017-08-27;AV09PK1;AV;;;;;0;0;0;
2017-08-27;AV10WM1;AV;;;;;0;0;0;
2017-08-27;AV10WM2;AV;;;;;0;0;0;
2017-08-27;AV10WM3;AV;1.0;;;;3;3;3;100.0
2017-08-27;AV11WJ2;AV;1.0;;;;2;2;2;100.0
2017-08-27;AV11WK3;AV;;;;;0;0;0;
2017-08-27;AV12WJ3;AV;;;;;0;0;0;
2017-08-27;AV14WJ1;AV;0.0;;;;0;0;0;
2017-08-27;AV14WJ2;AV;181.0;;;1;4;0;0;
2017-08-27;AV14WJ3;AV;;;;;0;0;0;
2017-08-27;AV14WK3;AV;;;;;0;0;0;
2017-08-27;AV15RJ3;AV;;;;;0;0;0;
2017-08-27;AV15WJ1;AV;;;;;0;0;0;
2017-08-27;AV15WJ2;AV;;;;;0;0;0;
2017-08-27;AV15WJ3;AV;;;;;0;0;0;
2017-08-27;AV16PK1;AV;0.0;;;;0;0;0;
2017-08-27;AV16WJ2;AV;2.0;;;;2;0;0;
2017-08-27;AV16WJ3;AV;;;;;0;0;0;
2017-08-27;AV16WK1;AV;;;;;0;0;0;
2017-08-27;AV17PJ1;AV;;;;;0;0;0;
2017-08-27;AV17PJ2;AV;;;;;0;0;0;
2017-08-27;AV17PJ3;AV;;;;;0;0;0;
2017-08-27;AV17PK1;AV;;;;;0;0;0;
2017-08-27;AV17PK3;AV;2.0;;;;0;0;0;
2017-08-27;AV17RK1;AV;;;;;0;0;0;
2017-08-27;AV17RK2;AV;;;;;0;0;0;
2017-08-27;AV17RK3;AV;;;;;0;0;0;
2017-08-27;AV17WJ1;AV;;;;;0;0;0;
2017-08-27;AV18WJ1;AV;;;;;0;0;0;
2017-08-27;AV18WJ2;AV;;;;;0;0;0;
2017-08-27;AV18WJ3;AV;;;;;0;0;0;
2017-08-27;AV19WJ2;AV;;;;;0;0;0;
2017-08-27;AV19WJ3;AV;;;;;0;0;0;
2017-08-27;AV20PJ1;AV;;;;;0;0;0;
2017-08-27;AV20PJ2;AV;;;;;0;0;0;
2017-08-27;AV20PK1;AV;2.0;;;;0;0;0;
2017-08-27;AV20PK2;AV;0.0;;;;0;0;0;
2017-08-27;AV20WM1;AV;;;;;0;0;0;
2017-08-27;AV20WM2;AV;0.0;;;;0;0;0;
2017-08-27;AV20WM3;AV;;;;;0;0;0;
2017-08-27;AV21WJ1;AV;;;;;0;0;0;
2017-08-27;AV21WJ3;AV;3.0;;;;2;1;1;100.0
2017-08-27;AV21WK1;AV;;;;;0;0;0;
2017-08-27;AV21WK3;AV;;;;;0;0;0;
2017-08-27;AV22WK3;AV;;;;;0;0;0;
2017-08-27;AV23WJ1;AV;;;;;0;0;0;
2017-08-27;AV24WJ1;AV;;;;;0;0;0;
2017-08-27;AV24WJ2;AV;;;;;0;0;0;
2017-08-27;AV24WJ3;AV;;;;;0;0;0;
2017-08-27;AV25WM1;AV;;;;;0;0;0;
2017-08-27;AV25WM2;AV;;;;;0;0;0;
2017-08-27;AV25WM3;AV;;;;;0;0;0;
2017-08-27;AV26WJ3;AV;;;;;0;0;0;
2017-08-27;AV27WJ2;AV;;;;;0;0;0;
2017-08-27;AV27WM1;AV;;;;;0;0;0;
2017-08-27;AV27WM2;AV;;;;;0;0;0;
2017-08-27;AV29WM1;AV;;;;;0;0;0;
2017-08-27;AV29WM2;AV;;;;;0;0;0;
2017-08-27;AV30PJ3;AV;;;;;0;0;0;
2017-08-27;AV30WJ1;AV;1.0;;;;1;0;0;
2017-08-27;AV30WJ2;AV;0.0;;;;0;0;0;
2017-08-27;AV31WJ2;AV;0.0;;;;0;0;0;
2017-08-27;AV33PJ3;AV;;;;;0;0;0;
2017-08-27;AV33PK1;AV;;;;;0;0;0;
2017-08-27;AV33WJ2;AV;;;;;0;0;0;
2017-08-27;AV33WM1;AV;;;;;0;0;0;
2017-08-27;AV33WM2;AV;;;;;0;0;0;
2017-08-27;AV34WJ2;AV;;;;;0;0;0;
2017-08-27;AV36WJ3;AV;;;;;0;0;0;
2017-08-27;AV38WJ1;AV;2.0;;;;2;2;2;100.0
2017-08-27;AV38WJ2;AV;;;;;0;0;0;
2017-08-27;AV38WJ3;AV;;;;;0;0;0;
2017-08-27;BU01WM1;BU;;;;;0;0;0;
2017-08-27;BU01WM2;BU;0.0;;;;0;0;0;
2017-08-27;BU01WM3;BU;;;;;0;0;0;
2017-08-27;BU02GK1;BU;;;;;0;0;0;
2017-08-27;BU02GK2;BU;0.0;;;;1;0;0;
2017-08-27;BU02WJ1;BU;0.0;;;;0;0;0;
2017-08-27;BU03GJ2;BU;;;;;0;0;0;
2017-08-27;BU03GK1;BU;4.0;;;1;2;0;0;
2017-08-27;BU03WJ1;BU;;;;;0;0;0;
2017-08-27;BU04RK1;BU;16.0;;;;0;0;0;
2017-08-27;BU05RK1;BU;0.0;;;;0;0;0;
2017-08-27;BU06GJ1;BU;;;;;0;0;0;
2017-08-27;BU06GJ2;BU;;;;;0;0;0;
2017-08-27;BU06KK3;BU;0.0;;;;0;0;0;
2017-08-27;BU06RK1;BU;1.0;;;;0;0;0;
2017-08-27;BU06WJ1;BU;0.0;;;;1;0;0;
2017-08-27;BU06WK2;BU;;;;;0;0;0;
2017-08-27;BU07KL1;BU;;;;;0;0;0;
2017-08-27;BU07KL3;BU;0.0;;;;0;0;0;
2017-08-27;BU09KK3;BU;;;;;0;0;0;
2017-08-27;BU10GJ1;BU;1.0;;;;0;0;0;
2017-08-27;BU10GJ3;BU;;;;;0;0;0;
2017-08-27;BU10KJ2;BU;4.0;;;;1;2;2;100.0
2017-08-27;BU12GJ2;BU;;;;;0;0;0;
2017-08-27;BU12GJ3;BU;10.0;;;;4;0;0;
2017-08-27;BU12WJ1;BU;0.0;;;;0;0;0;
2017-08-27;BU12WJ2;BU;;;;;0;0;0;
2017-08-27;BU16GK3;BU;;;;;0;0;0;
2017-08-27;BU16WM1;BU;;;;;0;0;0;
2017-08-27;BU16WM2;BU;0.0;;;;1;1;1;100.0
2017-08-27;BU16WM3;BU;;;;;0;0;0;
2017-08-27;BU17GJ1;BU;4.0;;;;1;0;0;
2017-08-27;BU17GJ2;BU;0.0;;;;0;0;0;
2017-08-27;BU17RJ3;BU;;;;;0;0;0;
2017-08-27;BU18WM1;BU;;;;;0;0;0;
2017-08-27;BU18WM2;BU;0.0;;;;0;0;0;
2017-08-27;BU18WM3;BU;;;;;0;0;0;
2017-08-27;BU19WM1;BU;;;;;0;0;0;
2017-08-27;BU19WM2;BU;1.0;;;1;3;0;0;
2017-08-27;BU19WM3;BU;;;;;0;0;0;
2017-08-27;BU20GK1;BU;4.0;;;;1;0;0;
2017-08-27;BU20WJ2;BU;;;;;0;0;0;
2017-08-27;BU20WM1;BU;;;;;0;0;0;
2017-08-27;BU20WM2;BU;;;;;0;0;0;
2017-08-27;BU20WM3;BU;;;;;0;0;0;
2017-08-27;BU21GK2;BU;0.0;;;1;1;0;0;
2017-08-27;BU21KK1;BU;;;;;0;0;0;
2017-08-27;BU21KK2;BU;;;;;0;0;0;
2017-08-27;BU22GK1;BU;0.0;;;;1;0;0;
2017-08-27;BU22GK2;BU;;;;;0;0;0;
2017-08-27;BU23WM1;BU;;;;;0;0;0;
2017-08-27;BU23WM3;BU;;;;;0;0;0;
2017-08-27;BU24GJ1;BU;0.0;;;;0;0;0;
2017-08-27;BU25GJ3;BU;0.0;;;;0;0;0;
2017-08-27;BU25WM2;BU;;;;;0;0;0;
2017-08-27;BU25WM3;BU;;;;;0;0;0;
2017-08-27;BU26GJ2;BU;3.0;;;;1;0;0;
2017-08-27;BU26GK1;BU;;;;;0;0;0;
2017-08-27;BU26WM1;BU;;;;;0;0;0;
2017-08-27;BU26WM2;BU;;;;;0;0;0;
2017-08-27;BU26WM3;BU;;;;;0;0;0;
2017-08-27;BU27GJ2;BU;;;;;0;0;0;
2017-08-27;BU27GJ3;BU;;;;;0;0;0;
2017-08-27;BU27GK3;BU;;;;;0;0;0;
2017-08-27;BU27WJ1;BU;;;;;0;0;0;
2017-08-27;BU27WJ2;BU;0.0;;;;1;1;1;100.0
2017-08-27;BU27WJ3;BU;;;;;0;0;0;
2017-08-27;BU27WK1;BU;;;;;0;0;0;
2017-08-27;BU27WK2;BU;;;;;0;0;0;
2017-08-27;BU27WK3;BU;;;;;0;0;0;
2017-08-27;BU28GJ1;BU;;;;;0;0;0;
2017-08-27;BU29GJ2;BU;;;;;0;0;0;
2017-08-27;BU29GJ3;BU;;;;;0;0;0;
2017-08-27;BU29GK3;BU;0.0;;;;0;0;0;
2017-08-27;BU31WJ1;BU;;;;;0;0;0;
2017-08-27;BU31WM1;BU;;;;;0;0;0;
2017-08-27;BU31WM2;BU;;;;;0;0;0;
2017-08-27;BU32WM1;BU;;;;;0;0;0;
2017-08-27;BU32WM2;BU;;;;;0;0;0;
2017-08-27;BU32WM3;BU;;;;;0;0;0;
2017-08-27;BU33WM2;BU;;;;;0;0;0;
2017-08-27;BU35WJ1;BU;;;;;0;0;0;
